pattern,html_path,pdf_path,location,symmetry,website,set,svg_path
B036,html/data182/B036.html,contents/data182/B036.pdf,"Bourgoin, Plate 36",p6m,https://tilingsearch.mit.edu/HTML/data182/B036.html,set1,contents/data182/B036.svg
SYR0605,html/data182/SYR0605.html,contents/data182/SYR0605.pdf,"Madrasah Halawiye, Aleppo",cmm,https://tilingsearch.mit.edu/HTML/data182/SYR0605.html,set3,contents/data182/SYR0605.svg
MAK6,html/data182/MAK6.html,contents/data182/MAK6.pdf,"Royal Palace, Rabat",pmm,https://tilingsearch.mit.edu/HTML/data182/MAK6.html,set3,contents/data182/MAK6.svg
BL012301,html/data182/BL012301.html,contents/data182/BL012301.pdf,Ornamental endpiece from a Qur'an,p6m,https://tilingsearch.mit.edu/HTML/data182/BL012301.html,set1,contents/data182/BL012301.svg
V2P134A,html/data182/V2P134A.html,contents/data182/V2P134A.pdf,"Isfahan, Ali Qoli Aqa mosque",p4g,https://tilingsearch.mit.edu/HTML/data182/V2P134A.html,set2,contents/data182/V2P134A.svg
BVIT,html/data182/BVIT.html,contents/data182/BVIT.pdf,"Bourgoin, Plate VI (top)",p4m,https://tilingsearch.mit.edu/HTML/data182/BVIT.html,set1,contents/data182/BVIT.svg
F6944,html/data182/F6944.html,contents/data182/F6944.pdf,"al-Rifa'i mosque, Cairo",p4,https://tilingsearch.mit.edu/HTML/data182/F6944.html,set2,contents/data182/F6944.svg
F6011,html/data182/F6011.html,contents/data182/F6011.pdf,"Imam al-Shafi'i mosque, Cairo",cmm,https://tilingsearch.mit.edu/HTML/data182/F6011.html,set2,contents/data182/F6011.svg
METM6722,html/data182/METM6722.html,contents/data182/METM6722.pdf,"Jali screen, Mughal",p4m,https://tilingsearch.mit.edu/HTML/data182/METM6722.html,set3,contents/data182/METM6722.svg
AL01,html/data182/AL01.html,contents/data182/AL01.pdf,"Alhambra, BaÃ±o Real",p4m,https://tilingsearch.mit.edu/HTML/data182/AL01.html,set1,contents/data182/AL01.svg
FIG4,html/data182/FIG4.html,contents/data182/FIG4.pdf,"Bistam, Sanctuary of Bayazid",p4,https://tilingsearch.mit.edu/HTML/data182/FIG4.html,set1,contents/data182/FIG4.svg
B78,html/data182/B78.html,contents/data182/B78.pdf,"Bourgoin, Plate 78",p6m,https://tilingsearch.mit.edu/HTML/data182/B78.html,set1,contents/data182/B78.svg
F6820,html/data182/F6820.html,contents/data182/F6820.pdf,"al-Rifa'i mosque, Cairo",p4m,https://tilingsearch.mit.edu/HTML/data182/F6820.html,set2,contents/data182/F6820.svg
F1121X,html/data182/F1121X.html,contents/data182/F1121X.pdf,Qijmas al-Ishaqi mosque,cmm,https://tilingsearch.mit.edu/HTML/data182/F1121X.html,set1,contents/data182/F1121X.svg
MAK4,html/data182/MAK4.html,contents/data182/MAK4.pdf,"Paccard, Vol1, page 245",cmm,https://tilingsearch.mit.edu/HTML/data182/MAK4.html,set2,contents/data182/MAK4.svg
SH01,html/data182/SH01.html,contents/data182/SH01.pdf,"Shiraz mosque, winter prayer hall, stained glass window",p6m,https://tilingsearch.mit.edu/HTML/data182/SH01.html,set3,contents/data182/SH01.svg
PIXBR,html/data182/PIXBR.html,contents/data182/PIXBR.pdf,"Bourgoin, Plate IX (bottom right)",p4g,https://tilingsearch.mit.edu/HTML/data182/PIXBR.html,set2,contents/data182/PIXBR.svg
METM5012,html/data182/METM5012.html,contents/data182/METM5012.pdf,"Leaf from a Qur'an, 1302â8; Ilkhanid",p4m,https://tilingsearch.mit.edu/HTML/data182/METM5012.html,set2,contents/data182/METM5012.svg
PIXBL,html/data182/PIXBL.html,contents/data182/PIXBL.pdf,"Bourgoin, Plate IX (bottom left), and Plate 59",p4m,https://tilingsearch.mit.edu/HTML/data182/PIXBL.html,set3,contents/data182/PIXBL.svg
AL04,html/data182/AL04.html,contents/data182/AL04.pdf,Alhambra Museum,p4,https://tilingsearch.mit.edu/HTML/data182/AL04.html,set1,contents/data182/AL04.svg
B062,html/data182/B062.html,contents/data182/B062.pdf,"Bourgoin, Plate 62",cmm,https://tilingsearch.mit.edu/HTML/data182/B062.html,set1,contents/data182/B062.svg
AL08,html/data182/AL08.html,contents/data182/AL08.pdf,Alhambra Museum,p6m,https://tilingsearch.mit.edu/HTML/data182/AL08.html,set1,contents/data182/AL08.svg
EGY1302,html/data182/EGY1302.html,contents/data182/EGY1302.pdf,"al-Zahir Mausoleum, Cairo",cmm,https://tilingsearch.mit.edu/HTML/data182/EGY1302.html,set1,contents/data182/EGY1302.svg
AL09,html/data182/AL09.html,contents/data182/AL09.pdf,"Alhambra, Mexuar Patio",p4m,https://tilingsearch.mit.edu/HTML/data182/AL09.html,set1,contents/data182/AL09.svg
F5697,html/data182/F5697.html,contents/data182/F5697.pdf,"Jamali Yusuf mosque, Cairo",p4m,https://tilingsearch.mit.edu/HTML/data182/F5697.html,set2,contents/data182/F5697.svg
F6404,html/data182/F6404.html,contents/data182/F6404.pdf,"Sultan al-Zahir Barquq Funerary Complex, Cairo",p6m,https://tilingsearch.mit.edu/HTML/data182/F6404.html,set1,contents/data182/F6404.svg
AJL13,html/data185/AJL13.html,contents/data185/AJL13.pdf,"Mosque of Malik-i, Zuzan",p4g,https://tilingsearch.mit.edu/HTML/data185/AJL13.html,set1,contents/data185/AJL13.svg
P55,html/data185/P55.html,contents/data185/P55.pdf,"Fatehpur Sikri, Salim Chishti's tomb",p6,https://tilingsearch.mit.edu/HTML/data185/P55.html,set3,contents/data185/P55.svg
P101,html/data185/P101.html,contents/data185/P101.pdf,"Fatehpur Sikri, Rajah Birbal's House",p4m,https://tilingsearch.mit.edu/HTML/data185/P101.html,set3,contents/data185/P101.svg
R203,html/data185/R203.html,contents/data185/R203.pdf,"Rempel, Figure 203",p4m,https://tilingsearch.mit.edu/HTML/data185/R203.html,set2,contents/data185/R203.svg
AJL25,html/data185/AJL25.html,contents/data185/AJL25.pdf,"Mausoleum of Barquq, Cairo",p4m,https://tilingsearch.mit.edu/HTML/data185/AJL25.html,set1,contents/data185/AJL25.svg
AJL24,html/data185/AJL24.html,contents/data185/AJL24.pdf,"Friday mosque, Yazd",p6m,https://tilingsearch.mit.edu/HTML/data185/AJL24.html,set1,contents/data185/AJL24.svg
R185,html/data185/R185.html,contents/data185/R185.pdf,"Bogi Maidan, Samarkand",p6m,https://tilingsearch.mit.edu/HTML/data185/R185.html,set2,contents/data185/R185.svg
IRA2610,html/data185/IRA2610.html,contents/data185/IRA2610.pdf,Oljaito's mausoleum,pmm,https://tilingsearch.mit.edu/HTML/data185/IRA2610.html,set2,contents/data185/IRA2610.svg
AJL12,html/data185/AJL12.html,contents/data185/AJL12.pdf,"Imamzadeh Yahya, Varamin",p6,https://tilingsearch.mit.edu/HTML/data185/AJL12.html,set1,contents/data185/AJL12.svg
R68,html/data185/R68.html,contents/data185/R68.pdf,"Maghak-i 'Attari mosque, Bukhara",p4m,https://tilingsearch.mit.edu/HTML/data185/R68.html,set3,contents/data185/R68.svg
AJL19,html/data185/AJL19.html,contents/data185/AJL19.pdf,Alaaddin Mosque,p6m,https://tilingsearch.mit.edu/HTML/data185/AJL19.html,set1,contents/data185/AJL19.svg
AJL23,html/data185/AJL23.html,contents/data185/AJL23.pdf,"Tokat, Gok (=blue) madrasa",cmm,https://tilingsearch.mit.edu/HTML/data185/AJL23.html,set1,contents/data185/AJL23.svg
AJL15,html/data185/AJL15.html,contents/data185/AJL15.pdf,Mausoleum of Buyan-Quli-Khan,p4m,https://tilingsearch.mit.edu/HTML/data185/AJL15.html,set1,contents/data185/AJL15.svg
R241C,html/data185/R241C.html,contents/data185/R241C.pdf,"Khiva majolica, Palace of Tash-Khauli",cmm,https://tilingsearch.mit.edu/HTML/data185/R241C.html,set2,contents/data185/R241C.svg
P73,html/data185/P73.html,contents/data185/P73.pdf,"Fatehpur Sikri, Large Baths - interior wall",p3m1,https://tilingsearch.mit.edu/HTML/data185/P73.html,set3,contents/data185/P73.svg
CH1,html/data185/CH1.html,contents/data185/CH1.pdf,"Fatehpur Sikri, carved stone panel",p4g,https://tilingsearch.mit.edu/HTML/data185/CH1.html,set1,contents/data185/CH1.svg
R241B,html/data185/R241B.html,contents/data185/R241B.pdf,Khiva majolica. Palace of Tash-Khauli,p4m,https://tilingsearch.mit.edu/HTML/data185/R241B.html,set3,contents/data185/R241B.svg
P48,html/data185/P48.html,contents/data185/P48.pdf,Itimad-ud-Daula's Tomb,pmm,https://tilingsearch.mit.edu/HTML/data185/P48.html,set2,contents/data185/P48.svg
AJL14,html/data185/AJL14.html,contents/data185/AJL14.pdf,Minaret of Jam,p6m,https://tilingsearch.mit.edu/HTML/data185/AJL14.html,set1,contents/data185/AJL14.svg
AJL22,html/data185/AJL22.html,contents/data185/AJL22.pdf,"Fatima's Haram, Qom",pmm,https://tilingsearch.mit.edu/HTML/data185/AJL22.html,set1,contents/data185/AJL22.svg
P110,html/data185/P110.html,contents/data185/P110.pdf,"Fatehpur Sikri, Rajah Birbal's House",p4g,https://tilingsearch.mit.edu/HTML/data185/P110.html,set2,contents/data185/P110.svg
R90,html/data185/R90.html,contents/data185/R90.pdf,"Palace, Termez",p4g,https://tilingsearch.mit.edu/HTML/data185/R90.html,set3,contents/data185/R90.svg
AJL18,html/data185/AJL18.html,contents/data185/AJL18.pdf,"Sultan Han, Kayseri",p4,https://tilingsearch.mit.edu/HTML/data185/AJL18.html,set1,contents/data185/AJL18.svg
R101,html/data185/R101.html,contents/data185/R101.pdf,"Palace, Termez",p6m,https://tilingsearch.mit.edu/HTML/data185/R101.html,set2,contents/data185/R101.svg
AJL21,html/data185/AJL21.html,contents/data185/AJL21.pdf,"Friday mosque, Varzaneh",p6m,https://tilingsearch.mit.edu/HTML/data185/AJL21.html,set1,contents/data185/AJL21.svg
AKBER1,html/data185/AKBER1.html,contents/data185/AKBER1.pdf,"Akber, V&A freehand sketch",p4g,https://tilingsearch.mit.edu/HTML/data185/AKBER1.html,set1,contents/data185/AKBER1.svg
P71,html/data185/P71.html,contents/data185/P71.pdf,"Bourgoin, Plate 70",p4m,https://tilingsearch.mit.edu/HTML/data185/P71.html,set2,contents/data185/P71.svg
AJL17,html/data185/AJL17.html,contents/data185/AJL17.pdf,"Sultan Han, Kayseri",cmm,https://tilingsearch.mit.edu/HTML/data185/AJL17.html,set1,contents/data185/AJL17.svg
AJL16,html/data185/AJL16.html,contents/data185/AJL16.pdf,An authentic pattern,p6m,https://tilingsearch.mit.edu/HTML/data185/AJL16.html,set1,contents/data185/AJL16.svg
R103,html/data185/R103.html,contents/data185/R103.pdf,"Palace, Termez",p6m,https://tilingsearch.mit.edu/HTML/data185/R103.html,set3,contents/data185/R103.svg
R92,html/data185/R92.html,contents/data185/R92.pdf,"Maghak-i 'Attari mosque, Bukhara",p4m,https://tilingsearch.mit.edu/HTML/data185/R92.html,set2,contents/data185/R92.svg
P85,html/data185/P85.html,contents/data185/P85.pdf,"Fatehpur Sikri, carved stone panel",p3m1,https://tilingsearch.mit.edu/HTML/data185/P85.html,set2,contents/data185/P85.svg
AJL20,html/data185/AJL20.html,contents/data185/AJL20.pdf,"Friday mosque, Isfahan",p6m,https://tilingsearch.mit.edu/HTML/data185/AJL20.html,set1,contents/data185/AJL20.svg
R237,html/data185/R237.html,contents/data185/R237.pdf,Palace of Tash-Khauli,p4m,https://tilingsearch.mit.edu/HTML/data185/R237.html,set2,contents/data185/R237.svg
AJL11,html/data185/AJL11.html,contents/data185/AJL11.pdf,"Friday mosque, Isfahan",p6,https://tilingsearch.mit.edu/HTML/data185/AJL11.html,set1,contents/data185/AJL11.svg
R60,html/data185/R60.html,contents/data185/R60.pdf,"Palace, Afrasiab",p4,https://tilingsearch.mit.edu/HTML/data185/R60.html,set2,contents/data185/R60.svg
P94,html/data185/P94.html,contents/data185/P94.pdf,"Fatehpur Sikri, Rajah Birbal's House",p4m,https://tilingsearch.mit.edu/HTML/data185/P94.html,set3,contents/data185/P94.svg
R104,html/data185/R104.html,contents/data185/R104.pdf,"Palace, Termez",cmm,https://tilingsearch.mit.edu/HTML/data185/R104.html,set2,contents/data185/R104.svg
R57,html/data185/R57.html,contents/data185/R57.pdf,"Afrasiab, Samarkand",p4m,https://tilingsearch.mit.edu/HTML/data185/R57.html,set2,contents/data185/R57.svg
AJL10,html/data185/AJL10.html,contents/data185/AJL10.pdf,Agzikara Han,p6m,https://tilingsearch.mit.edu/HTML/data185/AJL10.html,set1,contents/data185/AJL10.svg
P60,html/data185/P60.html,contents/data185/P60.pdf,"Fatehpur Sikri, Salim Chishti's tomb",p4m,https://tilingsearch.mit.edu/HTML/data185/P60.html,set3,contents/data185/P60.svg
PG140,html/data8/PG140.html,contents/data8/PG140.pdf,"Bourgoin, Plate 140",p6m,https://tilingsearch.mit.edu/HTML/data8/PG140.html,set2,contents/data8/PG140.svg
PG249,html/data8/PG249.html,contents/data8/PG249.pdf,Shaikhun mihrab: ceramic wall tiles 14thc,p4m,https://tilingsearch.mit.edu/HTML/data8/PG249.html,set3,contents/data8/PG249.svg
PG232,html/data8/PG232.html,contents/data8/PG232.pdf,"Abas and Salman, page 232",p4m,https://tilingsearch.mit.edu/HTML/data8/PG232.html,set2,contents/data8/PG232.svg
PG320,html/data8/PG320.html,contents/data8/PG320.pdf,"Bourgoin, Plate 188 (top)",cmm,https://tilingsearch.mit.edu/HTML/data8/PG320.html,set2,contents/data8/PG320.svg
PG361,html/data8/PG361.html,contents/data8/PG361.pdf,"Abas and Salman, page 361",p6,https://tilingsearch.mit.edu/HTML/data8/PG361.html,set3,contents/data8/PG361.svg
PG248,html/data8/PG248.html,contents/data8/PG248.pdf,"Friday mosque, Kerman",p4m,https://tilingsearch.mit.edu/HTML/data8/PG248.html,set2,contents/data8/PG248.svg
PG229,html/data8/PG229.html,contents/data8/PG229.pdf,"Seville tile, V and A",p4m,https://tilingsearch.mit.edu/HTML/data8/PG229.html,set2,contents/data8/PG229.svg
PG141,html/data8/PG141.html,contents/data8/PG141.pdf,"Bourgoin, Plate 68",p6m,https://tilingsearch.mit.edu/HTML/data8/PG141.html,set3,contents/data8/PG141.svg
PG268,html/data8/PG268.html,contents/data8/PG268.pdf,"Bourgoin, Plate 138",p4m,https://tilingsearch.mit.edu/HTML/data8/PG268.html,set3,contents/data8/PG268.svg
PG234,html/data8/PG234.html,contents/data8/PG234.pdf,"Paccard, Volume 1, page 189",p4m,https://tilingsearch.mit.edu/HTML/data8/PG234.html,set3,contents/data8/PG234.svg
F414,html/data8/F414.html,contents/data8/F414.pdf,"Shahjahan Mosque, Tatha",cmm,https://tilingsearch.mit.edu/HTML/data8/F414.html,set1,contents/data8/F414.svg
PG347,html/data8/PG347.html,contents/data8/PG347.pdf,"Abas and Salman, page 347",p6,https://tilingsearch.mit.edu/HTML/data8/PG347.html,set3,contents/data8/PG347.svg
PG351,html/data8/PG351.html,contents/data8/PG351.pdf,"Itimad-ud-Daula's Tomb, Agra",p6,https://tilingsearch.mit.edu/HTML/data8/PG351.html,set2,contents/data8/PG351.svg
PG150,html/data8/PG150.html,contents/data8/PG150.pdf,'Abd al-Samad Complex,p6m,https://tilingsearch.mit.edu/HTML/data8/PG150.html,set2,contents/data8/PG150.svg
PL3,html/data8/PL3.html,contents/data8/PL3.pdf,"Alhambra, Torre de la Cautiva",p4m,https://tilingsearch.mit.edu/HTML/data8/PL3.html,set2,contents/data8/PL3.svg
F419,html/data8/F419.html,contents/data8/F419.pdf,Fatehpur Sikri,p3m1,https://tilingsearch.mit.edu/HTML/data8/F419.html,set2,contents/data8/F419.svg
PG223,html/data8/PG223.html,contents/data8/PG223.pdf,"Minaret, Husayn Baykara Madrasah, Herat",p4m,https://tilingsearch.mit.edu/HTML/data8/PG223.html,set3,contents/data8/PG223.svg
PG365,html/data8/PG365.html,contents/data8/PG365.pdf,"Alhambra, Sala de los Reyes",p4,https://tilingsearch.mit.edu/HTML/data8/PG365.html,set3,contents/data8/PG365.svg
PG298,html/data8/PG298.html,contents/data8/PG298.pdf,"Abas and Salman, page 298",p4m,https://tilingsearch.mit.edu/HTML/data8/PG298.html,set3,contents/data8/PG298.svg
PG261,html/data8/PG261.html,contents/data8/PG261.pdf,"Alhambra, Salon de Comares",p4m,https://tilingsearch.mit.edu/HTML/data8/PG261.html,set2,contents/data8/PG261.svg
PG308,html/data8/PG308.html,contents/data8/PG308.pdf,"Abas and Salman, page 308",cmm,https://tilingsearch.mit.edu/HTML/data8/PG308.html,set3,contents/data8/PG308.svg
PG369,html/data8/PG369.html,contents/data8/PG369.pdf,"Abas and Salman, page 369",p31m,https://tilingsearch.mit.edu/HTML/data8/PG369.html,set3,contents/data8/PG369.svg
F421,html/data8/F421.html,contents/data8/F421.pdf,"Alhambra, smaller room in the upper storey of El Partal",p6,https://tilingsearch.mit.edu/HTML/data8/F421.html,set2,contents/data8/F421.svg
PG368,html/data8/PG368.html,contents/data8/PG368.pdf,Shrine to Saleh,p4,https://tilingsearch.mit.edu/HTML/data8/PG368.html,set2,contents/data8/PG368.svg
PG299,html/data8/PG299.html,contents/data8/PG299.pdf,"Alhambra, Patio de los Arrayanes",p4m,https://tilingsearch.mit.edu/HTML/data8/PG299.html,set2,contents/data8/PG299.svg
PG364,html/data8/PG364.html,contents/data8/PG364.pdf,"Alcazar, Seville",p4g,https://tilingsearch.mit.edu/HTML/data8/PG364.html,set2,contents/data8/PG364.svg
PG338,html/data8/PG338.html,contents/data8/PG338.pdf,"Wade, page 45",p6m,https://tilingsearch.mit.edu/HTML/data8/PG338.html,set3,contents/data8/PG338.svg
PG230,html/data8/PG230.html,contents/data8/PG230.pdf,"Abas and Salman, page 230",p4m,https://tilingsearch.mit.edu/HTML/data8/PG230.html,set3,contents/data8/PG230.svg
PG375,html/data8/PG375.html,contents/data8/PG375.pdf,"Abas and Salman, page 375",pm,https://tilingsearch.mit.edu/HTML/data8/PG375.html,set2,contents/data8/PG375.svg
PG159,html/data8/PG159.html,contents/data8/PG159.pdf,"Bourgoin, Plate 26",p6m,https://tilingsearch.mit.edu/HTML/data8/PG159.html,set2,contents/data8/PG159.svg
PG270,html/data8/PG270.html,contents/data8/PG270.pdf,Fatehpur Sikri,p4m,https://tilingsearch.mit.edu/HTML/data8/PG270.html,set2,contents/data8/PG270.svg
PG196,html/data8/PG196.html,contents/data8/PG196.pdf,"Abas and Salman, page 196",p6m,https://tilingsearch.mit.edu/HTML/data8/PG196.html,set2,contents/data8/PG196.svg
PG342,html/data8/PG342.html,contents/data8/PG342.pdf,"Bourgoin, Plate 172",pmm,https://tilingsearch.mit.edu/HTML/data8/PG342.html,set2,contents/data8/PG342.svg
PG180,html/data8/PG180.html,contents/data8/PG180.pdf,"Bourgoin, Plate 122",p6m,https://tilingsearch.mit.edu/HTML/data8/PG180.html,set3,contents/data8/PG180.svg
PG155,html/data8/PG155.html,contents/data8/PG155.pdf,"Tomb of Moulay Ishmael, Meknes",p6m,https://tilingsearch.mit.edu/HTML/data8/PG155.html,set3,contents/data8/PG155.svg
PG381,html/data8/PG381.html,contents/data8/PG381.pdf,"Abas and Salman, page 381",p3,https://tilingsearch.mit.edu/HTML/data8/PG381.html,set3,contents/data8/PG381.svg
L48,html/data1/L48.html,contents/data1/L48.pdf,Lindisfarne Gospel,p4m,https://tilingsearch.mit.edu/HTML/data1/L48.html,set3,contents/data1/L48.svg
E1,html/data1/E1.html,contents/data1/E1.pdf,"Jingdezhen, cobalt blue glazed ware",p4g,https://tilingsearch.mit.edu/HTML/data1/E1.html,set1,contents/data1/E1.svg
E1S,html/data1/E1S.html,contents/data1/E1S.pdf,"Skew pattern, Racinet, Plate 14",p4,https://tilingsearch.mit.edu/HTML/data1/E1S.html,set1,contents/data1/E1S.svg
B80,html/data1/B80.html,contents/data1/B80.pdf,Farr Stone,pgg,https://tilingsearch.mit.edu/HTML/data1/B80.html,set1,contents/data1/B80.svg
B75,html/data1/B75.html,contents/data1/B75.pdf,"Rosemarkie, Bain page 75, Plate 2",pgg,https://tilingsearch.mit.edu/HTML/data1/B75.html,set1,contents/data1/B75.svg
B76B,html/data1/B76B.html,contents/data1/B76B.pdf,"Book of Lindisfarne, Bain page 76, Plate 3",pgg,https://tilingsearch.mit.edu/HTML/data1/B76B.html,set1,contents/data1/B76B.svg
J65A,html/data1/J65A.html,contents/data1/J65A.pdf,"Owen Jones, Plate LXV",p4m,https://tilingsearch.mit.edu/HTML/data1/J65A.html,set2,contents/data1/J65A.svg
L34A,html/data1/L34A.html,contents/data1/L34A.pdf,"Lindisfarne Gospel, pattern 1 from folio 2b",p4m,https://tilingsearch.mit.edu/HTML/data1/L34A.html,set3,contents/data1/L34A.svg
B76A,html/data1/B76A.html,contents/data1/B76A.pdf,"Key pattern, Bain page 76, Plate 4",pgg,https://tilingsearch.mit.edu/HTML/data1/B76A.html,set1,contents/data1/B76A.svg
L34B,html/data1/L34B.html,contents/data1/L34B.pdf,Lindisfarne Gospel,p4m,https://tilingsearch.mit.edu/HTML/data1/L34B.html,set2,contents/data1/L34B.svg
L76,html/data1/L76.html,contents/data1/L76.pdf,Lindisfarne Gospel,p4m,https://tilingsearch.mit.edu/HTML/data1/L76.html,set3,contents/data1/L76.svg
L77,html/data1/L77.html,contents/data1/L77.pdf,Sutton Hoo clasp,p4m,https://tilingsearch.mit.edu/HTML/data1/L77.html,set2,contents/data1/L77.svg
E2,html/data1/E2.html,contents/data1/E2.pdf,"Great Mosque, Cordova",p4g,https://tilingsearch.mit.edu/HTML/data1/E2.html,set1,contents/data1/E2.svg
CM012A,html/data6/CM012A.html,contents/data6/CM012A.pdf,"Cahier and Martin, page 12 (top)",p6m,https://tilingsearch.mit.edu/HTML/data6/CM012A.html,set1,contents/data6/CM012A.svg
CM006D,html/data6/CM006D.html,contents/data6/CM006D.pdf,"Cahier and Martin, page 6 (bottom right)",pm,https://tilingsearch.mit.edu/HTML/data6/CM006D.html,set1,contents/data6/CM006D.svg
CM023B,html/data6/CM023B.html,contents/data6/CM023B.pdf,"Cahier and Martin, page 23 (bottom)",p6m,https://tilingsearch.mit.edu/HTML/data6/CM023B.html,set1,contents/data6/CM023B.svg
CM071A,html/data6/CM071A.html,contents/data6/CM071A.pdf,"Cahier and Martin, page 71 (top left)",pmm,https://tilingsearch.mit.edu/HTML/data6/CM071A.html,set1,contents/data6/CM071A.svg
CM005C,html/data6/CM005C.html,contents/data6/CM005C.pdf,"Cahier and Martin, page 5 (bottom left)",p4m,https://tilingsearch.mit.edu/HTML/data6/CM005C.html,set1,contents/data6/CM005C.svg
CM061C,html/data6/CM061C.html,contents/data6/CM061C.pdf,"Cahier and Martin, page 61 (bottom)",p6m,https://tilingsearch.mit.edu/HTML/data6/CM061C.html,set1,contents/data6/CM061C.svg
